Scientific_Name,Missing_Status,Years_Missing,Last_Record_Year,Last_Record_Date,Last_Known_Latitude,Last_Known_Longitude,Last_Known_Reserve,First_Record_Year,First_Record_Date,First_Known_Latitude,First_Known_Longitude,First_Known_Reserve,Record_Span_Years,Total_Records,GPS_Locations,All_Reserves_Found,Geographic_Range_Lat,Geographic_Range_Lon,Min_Latitude,Max_Latitude,Min_Longitude,Max_Longitude
Rhytidosporum spp.,Recent,1,2024,2024-10-23,-33.894212,150.977836,Lansdowne,2024,2024-10-23,-33.894212,150.977836,Lansdowne,0,1,1,Lansdowne,,,,,,
Cuscuta australis,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,2024,2024-10-23,-33.89297,150.976842,Lansdowne,0,1,1,Lansdowne,,,,,,
Cupaniopsis anacardioides,Recent,1,2024,2024-07-05,-33.881627,150.997191,Not in a reserve,2018,2018-04-16,-33.9269,151.147854,Not in a reserve,6,3,3,Not in a reserve,0.045273,0.150663,-33.9269,-33.881627,150.997191,151.147854
Crowea saligna,Recent,1,2024,2024-01-09,-33.978417,150.999896,Not in a reserve,2008,2008-05-21,-33.980667,151.012818,Not in a reserve,16,7,7,Not in a reserve,0.00225,0.012922,-33.980667,-33.978417,150.999896,151.012818
Corymbia maculata,Recent,1,2024,2024-07-05,-33.881627,150.997191,Not in a reserve,2001,2001-12-01,-33.90605,151.067873,Not in a reserve,23,42,42,Deepwater; Lansdowne; Crest; East Hills Park; Kentucky Reserve; Norfolk Reserve; Not in a reserve,0.089793,0.107287,-33.964571,-33.874778,150.970745,151.078032
Russelia equisetiformis,Recent,1,2024,2024-07-05,-33.881627,150.997191,Not in a reserve,2024,2024-07-05,-33.881627,150.997191,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Rubus parvifolius,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,10,10,Deepwater; The Crest Reserve; Bellevue; Crest; Not in a reserve,0.061249,0.058808,-33.951399,-33.89015,150.973882,151.03269
Cyperus gracilis,Recent,1,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,2004,2004-01-16,-33.910549,150.988188,Not in a reserve,20,22,22,Deepwater; Not in a reserve; Kentucky Reserve; Lansdowne,0.089793,0.07791,-33.964571,-33.874778,150.971796,151.049706
Cyperus eragrostis,Recent,1,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,2001,2001-12-21,-33.972761,150.998401,Lambeth Reserve,23,26,26,Deepwater; Not in a reserve; Amaroo; Ashford Reserve; Carysfield; Kelso Creek; Virginius Reserve; Lambeth Reserve,0.083297,0.17321,-33.972761,-33.889464,150.974644,151.147854
Cynodon dactylon,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1999,1999-02-15,-33.903692,151.095678,Not in a reserve,25,128,128,Deepwater; Not in a reserve; Lansdowne; Airport Reserve; Amaroo; Carysfield; Crest; Kelso Beach; Kelso Creek; Kentucky Reserve; Lambeth Reserve; Miram-Beena; Rose Pk; Virginius Reserve; Walshaw Park,0.098563,0.171675,-33.973341,-33.874778,150.970745,151.14242
Cymbopogon refractus,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1996,1996-05-28,-33.873956,150.983642,Not in a reserve,28,38,38,Adept Lane Reserve; The Crest Reserve; Deepwater; Lansdowne; Norfolk Reserve; Not in a reserve; Crest; Lot 5 Prescott Parade,0.099108,0.115834,-33.973064,-33.873956,150.972476,151.08831
Cyathochaeta diandra,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1999,1999-04-15,-33.974555,151.029417,Not in a reserve,25,15,15,Lansdowne; Not in a reserve; East Hills Park,0.087788,0.063575,-33.980758,-33.89297,150.976842,151.040417
Rhaphiolepis indica,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,2023,2023-04-19,-33.940454,150.995817,Not in a reserve,1,2,2,Not in a reserve,0.050304,0.036873,-33.940454,-33.89015,150.995817,151.03269
Denhamia silvestris,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1998,1998-12-21,-33.90796,150.995278,Crest,26,27,27,Deepwater; Kelso Beach; Lansdowne; Ashford Reserve; Crest; Norfolk Reserve; Not in a reserve,0.060277,0.088581,-33.952058,-33.891781,150.974029,151.06261
Daviesia ulicifolia,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,62,62,Deepwater; Not in a reserve; Bellevue; Carysfield; Lansdowne; Norfolk Reserve; Lot 5 Prescott Parade; Crest,0.072742,0.123301,-33.951875,-33.879133,150.972476,151.095777
Daucus carota,Recent,1,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,2014,2014-11-07,-33.895919,150.97859,Lansdowne,10,2,2,Not in a reserve; Lansdowne,0.017306,0.010422,-33.913225,-33.895919,150.97859,150.989012
Rumex brownii,Recent,1,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,1998,1998-12-21,-33.90796,150.995278,Crest,26,8,8,Deepwater; Crest; Not in a reserve,0.059636,0.066554,-33.95243,-33.892794,150.973816,151.04037
Corymbia citriodora,Recent,1,2024,2024-07-05,-33.881627,150.997191,Not in a reserve,2011,2011-05-11,-33.944108,151.067477,Not in a reserve,13,16,16,Not in a reserve,0.06933,0.137898,-33.944108,-33.874778,150.97841,151.116308
Convolvulus arvensis,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,2023,2023-11-28,-33.884245,150.993082,Not in a reserve,1,2,2,Not in a reserve,0.005905,0.039608,-33.89015,-33.884245,150.993082,151.03269
Commelina diffusa,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,2024,2024-10-23,-33.89297,150.976842,Lansdowne,0,1,1,Lansdowne,,,,,,
Commelina cyanea,Recent,1,2024,2024-07-05,-33.881627,150.997191,Not in a reserve,2000,2000-06-29,-33.940003,151.08831,Not in a reserve,24,71,71,Deepwater; Not in a reserve; Ashford Reserve; Carysfield; Davies Road; Kentucky Reserve; Lambeth Reserve; Lansdowne; Norfolk Reserve; Salt Pan Reserve; Virginius Reserve,0.103,0.175107,-33.977778,-33.874778,150.972747,151.147854
Polyscias sambucifolia,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,51,51,Deepwater; Kelso Beach; Not in a reserve; The Crest Reserve; Ashford Reserve; Bellevue; Crest; Davies Road; East Hills Park; Louisa; Norfolk Reserve; Salt Pan Reserve; Lambeth Reserve; Virginius Reserve,0.090517,0.174392,-33.980667,-33.89015,150.973462,151.147854
Avena fatua,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,2004,2004-11-23,-33.891122,151.041625,Not in a reserve,20,10,10,Lansdowne; Not in a reserve,0.072343,0.064783,-33.947121,-33.874778,150.976842,151.041625
Dianella longifolia,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,65,65,Deepwater; Kelso Beach; Not in a reserve; Lansdowne; Bellevue; Crest,0.088858,0.116839,-33.966686,-33.877828,150.971471,151.08831
Dianella caerulea,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,2006,2006-04-12,-33.973064,151.028351,Not in a reserve,18,65,65,Deepwater; Kelso Beach; Not in a reserve; Lake Gillawarna Council Reserve; Lansdowne; The Crest Reserve; Carysfield; Davies Road; East Hills Park; Kelso Creek; Salt Pan Reserve,0.103551,0.175563,-33.980758,-33.877207,150.971796,151.147359
Digitaria ciliaris,Recent,1,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,2011,2011-03-09,-33.892145,150.975003,Lansdowne,13,5,5,Lansdowne; Not in a reserve,0.051963,0.110874,-33.944108,-33.892145,150.975003,151.085877
Dietes bicolor,Recent,1,2024,2024-07-05,-33.881627,150.997191,Not in a reserve,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,6,2,2,Not in a reserve,0.036286,0.119117,-33.917913,-33.881627,150.997191,151.116308
Dichondra repens,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,112,112,Lansdowne; Not in a reserve; Lake Gillawarna Council Reserve; The Crest Reserve; Ashford Reserve; Bellevue; Carysfield; Crest; Davies Road; Deepwater; East Hills Park; Kelso Creek; Kentucky Reserve; Louisa; Miram-Beena; Norfolk Reserve; Virginius Reserve; Lot 5 Prescott Parade,0.102161,0.163192,-33.979368,-33.877207,150.970745,151.133937
Dichelachne micrantha,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,79,79,Deepwater; Kelso Beach; Not in a reserve; Lansdowne; Ashford Reserve; Bellevue; Carysfield; Crest; Kentucky Reserve; Louisa; Norfolk Reserve; Lambeth Reserve; Salt Pan Reserve; Walshaw Park,0.092398,0.150668,-33.980667,-33.888269,150.970745,151.121413
Poa labillardierei var. labillardierei,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,2024,2024-10-23,-33.89297,150.976842,Lansdowne,0,1,1,Lansdowne,,,,,,
Poranthera spp.,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,2024,2024-10-23,-33.89297,150.976842,Lansdowne,0,1,1,Lansdowne,,,,,,
Pomax umbellata,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1999,1999-02-11,-33.900784,150.997609,Carysfield,25,21,21,Lansdowne; Not in a reserve; Carysfield; Davies Road; East Hills Park; Lambeth Reserve,0.090912,0.163438,-33.981062,-33.89015,150.971814,151.135252
Rytidosperma tenuius,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,34,34,Bellevue; Kelso Beach; Lansdowne; Louisa; Miram-Beena; Not in a reserve; Crest; Lambeth Reserve; Deepwater,0.082611,0.162662,-33.972761,-33.89015,150.971275,151.133937
Solanum lycopersicum,Recent,1,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Solanum chenopodioides,Recent,1,2024,2024-07-05,-33.881627,150.997191,Not in a reserve,1965,1965-06-08,-33.915297,151.134272,Not in a reserve,59,16,16,Deepwater; Kelso Beach; Not in a reserve; Kentucky Reserve; Virginius Reserve,0.077093,0.161525,-33.95872,-33.881627,150.972747,151.134272
Sigesbeckia orientalis,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,2024,2024-10-23,-33.89297,150.976842,Lansdowne,0,2,2,Lansdowne; Not in a reserve,0.00282,0.055848,-33.89297,-33.89015,150.976842,151.03269
Sida rhombifolia,Recent,1,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,1992,1992-04-17,-33.945751,151.074996,Not in a reserve,32,150,150,Deepwater; Kelso Beach; Not in a reserve; Lake Gillawarna Council Reserve; Airport Reserve; Ashford Reserve; Carysfield; Crest; Kelso Creek; Kentucky Reserve; Lansdowne; Miram-Beena; Norfolk Reserve; Salt Pan Reserve; Virginius Reserve; Walshaw Park; Lambeth Reserve; Lot 5 Prescott Parade,0.10459,0.179291,-33.979368,-33.874778,150.968563,151.147854
Setaria parviflora,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1998,1998-12-21,-33.90796,150.995278,Crest,26,81,81,Deepwater; Kelso Beach; Not in a reserve; Lansdowne; Adept Lane Reserve; Airport Reserve; Ashford Reserve; Carysfield; Crest; Kelso Creek; Kentucky Reserve; Norfolk Reserve; Rose Pk; Lot 5 Prescott Parade; Miram-Beena,0.098563,0.156295,-33.973341,-33.874778,150.972476,151.128771
Einadia hastata,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,97,97,Deepwater; Kelso Beach; Not in a reserve; Lansdowne; Ashford Reserve; Bellevue; Carysfield; Crest; Davies Road; Kentucky Reserve; Louisa; Miram-Beena; Norfolk Reserve; Salt Pan Reserve; Dalton Reserve; Lambeth Reserve; Lot 5 Prescott Parade; Virginius Reserve,0.098184,0.153449,-33.972962,-33.874778,150.970745,151.124194
Plantago lanceolata,Recent,1,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,127,127,Deepwater; Not in a reserve; Adept Lane Reserve; Lake Gillawarna Council Reserve; Bellevue; Carysfield; Kelso Beach; Kelso Creek; Kentucky Reserve; Lansdowne; Louisa; Miram-Beena; Virginius Reserve; Walshaw Park; Lambeth Reserve; Airport Reserve; Lot 5 Prescott Parade; Crest,0.102988,0.171675,-33.977766,-33.874778,150.970745,151.14242
Digitaria parviflora,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1996,1996-05-28,-33.873956,150.983642,Not in a reserve,28,17,17,Deepwater; Not in a reserve; Lansdowne; Crest; Lot 5 Prescott Parade,0.106802,0.060214,-33.980758,-33.873956,150.972476,151.03269
Ehrharta erecta,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1998,1998-12-21,-33.90796,150.995278,Crest,26,165,165,Deepwater; Kelso Beach; Not in a reserve; Lansdowne; Carysfield; Crest; Kelso Creek; Kentucky Reserve; Lambeth Reserve; Miram-Beena; Norfolk Reserve; Salt Pan Reserve; Virginius Reserve,0.103,0.17843,-33.977778,-33.874778,150.971142,151.149572
Echinopogon ovatus,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,33,33,Deepwater; Not in a reserve; Lansdowne; Bellevue; Carysfield; Crest; East Hills Park; Louisa; Miram-Beena; Lot 5 Prescott Parade; Kelso Beach,0.071325,0.029021,-33.964295,-33.89297,150.971471,151.000492
Eragrostis curvula,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1998,1998-12-21,-33.904663,151.000492,Louisa,26,85,85,Deepwater; Kelso Beach; Not in a reserve; Lansdowne; Airport Reserve; Ashford Reserve; Kentucky Reserve; Louisa; Miram-Beena; Rose Pk; Salt Pan Reserve,0.10459,0.177109,-33.979368,-33.874778,150.970745,151.147854
Plumbago zeylanica,Recent,1,2024,2024-07-05,-33.881627,150.997191,Not in a reserve,2024,2024-07-05,-33.881627,150.997191,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Entolasia stricta,Recent,1,2024,2024-10-23,-33.894212,150.977836,Lansdowne,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,106,106,Deepwater; Kelso Beach; Lansdowne; Adept Lane Reserve; Not in a reserve; The Crest Reserve; Ashford Reserve; Bellevue; Carysfield; Davies Road; East Hills Park; Louisa; Norfolk Reserve; Salt Pan Reserve; Lambeth Reserve; Lot 5 Prescott Parade; Crest,0.101929,0.176138,-33.981062,-33.879133,150.971796,151.147934
Entolasia marginata,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1998,1998-12-21,-33.90796,150.995278,Crest,26,56,56,Deepwater; Lansdowne; Ashford Reserve; Carysfield; Crest; Not in a reserve; Lambeth Reserve; Salt Pan Reserve; Kelso Beach; Virginius Reserve,0.092077,0.176058,-33.979368,-33.887291,150.971796,151.147854
Eleusine indica,Recent,1,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,2010,2010-06-10,-33.974305,150.999675,Not in a reserve,14,12,12,Deepwater; Kelso Creek; Lansdowne; Not in a reserve,0.073223,0.14194,-33.977766,-33.904543,150.974368,151.116308
Senecio quadridentatus,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1996,1996-05-28,-33.877614,150.986799,Not in a reserve,28,6,6,Lansdowne; Not in a reserve; Deepwater,0.072386,0.01304,-33.95,-33.877614,150.974255,150.987295
Senecio pterophorus,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,2000,2000-06-29,-33.940003,151.08831,Not in a reserve,24,5,5,Lansdowne; Not in a reserve,0.061188,0.115872,-33.945433,-33.884245,150.972438,151.08831
Senecio madagascariensis,Recent,1,2024,2024-10-23,-33.894212,150.977836,Lansdowne,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,103,103,Deepwater; Not in a reserve; Lansdowne; Adept Lane Reserve; Airport Reserve; Ashford Reserve; Bellevue; Carysfield; Crest; Kelso Beach; Louisa; Miram-Beena; Norfolk Reserve; Rose Pk; Walshaw Park; Lambeth Reserve; Lot 5 Prescott Parade,0.098563,0.174843,-33.973341,-33.874778,150.968563,151.143406
Senecio hispidulus,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1996,1996-05-28,-33.873956,150.983642,Not in a reserve,28,31,31,Deepwater; Lansdowne; Not in a reserve; Crest; Kelso Beach; Norfolk Reserve,0.083048,0.167265,-33.957004,-33.873956,150.973523,151.140788
Solanum nigrum,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1998,1998-12-21,-33.904663,151.000492,Louisa,26,98,98,Deepwater; Kelso Beach; Not in a reserve; Lansdowne; Ashford Reserve; Carysfield; Kelso Creek; Kentucky Reserve; Louisa; Miram-Beena; Norfolk Reserve; Salt Pan Reserve; Virginius Reserve; Lambeth Reserve,0.102988,0.179291,-33.977766,-33.874778,150.968563,151.147854
Clivia miniata,Recent,1,2024,2024-07-05,-33.881627,150.997191,Not in a reserve,2021,2021-08-18,-33.951972,151.018006,Not in a reserve,3,2,2,Not in a reserve,0.070345,0.020815,-33.951972,-33.881627,150.997191,151.018006
Clematis aristata,Recent,1,2024,2024-10-23,-33.894212,150.977836,Lansdowne,2006,2006-06-05,-33.897071,151.029586,Not in a reserve,18,8,8,Lansdowne; Not in a reserve; Deepwater,0.088886,0.059192,-33.980667,-33.891781,150.977836,151.037028
Cirsium vulgare,Recent,1,2024,2024-10-23,-33.894212,150.977836,Lansdowne,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,71,71,Deepwater; Not in a reserve; Lansdowne; Bellevue; Carysfield; Kelso Creek; Louisa; Norfolk Reserve; Salt Pan Reserve; Lambeth Reserve; Lot 5 Prescott Parade; Kelso Beach,0.102161,0.117653,-33.979368,-33.877207,150.971144,151.088797
Pittosporum undulatum,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1998,1998-12-21,-33.90796,150.995278,Crest,26,121,121,Deepwater; Not in a reserve; Carysfield; Crest; Davies Road; East Hills Park; Norfolk Reserve; Salt Pan Reserve; Lambeth Reserve; Virginius Reserve,0.106284,0.177776,-33.981062,-33.874778,150.971796,151.149572
Pittosporum revolutum,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1998,1998-12-21,-33.90796,150.995278,Crest,26,30,30,Deepwater; Carysfield; Crest; Norfolk Reserve; Not in a reserve,0.06137,0.155634,-33.95152,-33.89015,150.971796,151.12743
Phytolacca octandra,Recent,1,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,2004,2004-01-16,-33.910549,150.988188,Not in a reserve,20,9,9,Ashford Reserve; Norfolk Reserve; Not in a reserve,0.084175,0.077989,-33.977766,-33.893591,150.984621,151.06261
Asphodelus fistulosus,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,2004,2004-08-02,-33.91546,150.974229,Not in a reserve,20,7,7,Lansdowne; Not in a reserve,0.088302,0.022675,-33.977766,-33.889464,150.974229,150.996904
Erigeron bonariensis,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1999,1999-05-05,-33.973341,151.009964,Not in a reserve,25,64,64,Lansdowne; Not in a reserve; Airport Reserve; Carysfield; Davies Road; Deepwater; Kelso Beach; Kentucky Reserve; Miram-Beena; Norfolk Reserve; Salt Pan Reserve; Virginius Reserve; Walshaw Park,0.102161,0.177109,-33.979368,-33.877207,150.970745,151.147854
Phoenix canariensis,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,2006,2006-06-05,-33.897071,151.029586,Not in a reserve,18,19,19,Not in a reserve; Rose Pk,0.072988,0.157594,-33.947766,-33.874778,150.986621,151.144215
Philodendron bipinnatifidum,Recent,1,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,2020,2020-06-27,-33.935253,150.9881,Not in a reserve,4,2,2,Not in a reserve,0.022028,0.000912,-33.935253,-33.913225,150.9881,150.989012
Persoonia linearis,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1999,1999-06-23,-33.948872,150.974775,Deepwater,25,26,26,Deepwater; Not in a reserve; Davies Road; East Hills Park; Lambeth Reserve,0.090912,0.176138,-33.981062,-33.89015,150.971796,151.147934
Ozothamnus diosmifolius,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1998,1998-12-21,-33.904663,151.000492,Louisa,26,98,98,Deepwater; Adept Lane Reserve; Lansdowne; Airport Reserve; Ashford Reserve; Carysfield; Davies Road; East Hills Park; Kentucky Reserve; Louisa; Miram-Beena; Norfolk Reserve; Not in a reserve; Salt Pan Reserve; Crest; Lambeth Reserve; Lot 5 Prescott Parade,0.101534,0.164963,-33.980667,-33.879133,150.971275,151.136238
Angophora floribunda,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1999,1999-06-23,-33.948872,150.974775,Deepwater,25,53,53,Deepwater; Airport Reserve; Ashford Reserve; East Hills Park; Kelso Beach; Kentucky Reserve; Not in a reserve; Virginius Reserve; Lambeth Reserve; Monash Reserve; Salt Pan Reserve,0.10051,0.11301,-33.977778,-33.877268,150.971796,151.084806
Austrostipa ramosissima,Recent,1,2024,2024-10-23,-33.894212,150.977836,Lansdowne,2007,2007-04-16,-33.94951,150.973882,Deepwater,17,11,11,Deepwater; Lansdowne; Not in a reserve,0.058765,0.067822,-33.951399,-33.892634,150.972747,151.040569
Austromyrtus tenuifolia,Recent,1,2024,2024-07-05,-33.881627,150.997191,Not in a reserve,2022,2022-12-17,-33.977921,150.999724,Not in a reserve,2,10,10,Not in a reserve,0.096294,0.002533,-33.977921,-33.881627,150.997191,150.999724
Cheilanthes sieberi,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,2008,2008-03-07,-33.900035,150.980159,Lansdowne,16,7,7,Lansdowne; Lake Gillawarna Council Reserve,0.016898,0.003323,-33.909491,-33.892593,150.976842,150.980165
Chascolytrum subaristatum,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1999,1999-02-15,-33.903692,151.095678,Not in a reserve,25,29,29,Adept Lane Reserve; Not in a reserve; Lansdowne; Kentucky Reserve; Deepwater; Airport Reserve,0.075222,0.125032,-33.95,-33.874778,150.970745,151.095777
